when feeling depressed I Couldn't seem to experience any positive feeling at all,when feeling depressed I Found it difficult to work up the initiative to do things,when feeling depressed I Felt that I had nothing to look forward to,when feeling depressed I Felt down-hearted and blue,when feeling depressed I was Unable to become enthusiastic about anything,when feeling depressed I Felt I wasn't worth much as a person,when feeling depressed I Felt that life was meaningless,when feeling anxious I Aware of dryness of my mouth,"when feeling anxious I experienced breathing difficulty (e.g., excessively rapid breathing, breathlessness in the absence of physical exertion)","when feeling anxious I Experienced trembling (e.g., in the hands)",when feeling anxious I Worried about situations in which I might panic and make a fool of myself,when feeling anxious I Felt I was close to panic,"when feeling anxious I was Aware of the action of my heart in the absence of physical exertion (e.g., sense of heart rate increase, heart missing a beat)",when feeling anxious I Felt scared without any good reason,when feeling anxious I Found it hard to wind down,when feeling stressed I Tended to over-react to situations,when feeling stressed I Felt that I was using a lot of nervous energy,when feeling stressed I Found myself getting agitated,when feeling stressed I Found it difficult to relax,when feeling stressed I was intolerant of anything that kept me from getting on with what I was doing,when feeling stressed I Felt that I was rather touchy
0.3635955,0.33276793,0.37576845,0.34473768,0.3750821,0.3006426,0.2894304,0.83343166,0.8395079,0.88475704,0.92693347,1.0,0.79595816,0.9212261,0.584827,0.6677835,0.6926897,0.6183439,0.6013869,0.5913697,0.62379354
0.3778317,0.3429232,0.37044796,0.34763592,0.3768306,0.28502485,0.29554018,0.70777386,0.8553375,0.7429461,0.74504524,0.79595816,1.0,0.7466617,0.56855255,0.5929272,0.6531811,0.57402,0.5777676,0.591925,0.5902457
0.3969622,0.34138602,0.4092866,0.3542879,0.4013746,0.3147742,0.32014176,0.82008296,0.8131376,0.8552413,0.8862456,0.9212261,0.7466617,1.0,0.5574764,0.61419994,0.64508057,0.5719884,0.5701677,0.594987,0.5890475
0.59721744,0.6032909,0.5548578,0.58263206,0.59096384,0.5065791,0.5001081,0.5407434,0.61051565,0.5687386,0.5692575,0.584827,0.56855255,0.5574764,1.0,0.9161549,0.9094152,0.9471317,0.9790787,0.90439874,0.9370075
0.51290846,0.5215207,0.49624544,0.5027761,0.54374725,0.4419523,0.41818798,0.5746172,0.62868875,0.63591516,0.6809302,0.6677835,0.5929272,0.61419994,0.9161549,1.0,0.92153746,0.93692666,0.92363966,0.8980651,0.9345901
0.5144332,0.49928784,0.48760158,0.4941189,0.53106016,0.42870012,0.41149506,0.61338335,0.69229,0.6545076,0.67057896,0.6926897,0.6531811,0.64508057,0.9094152,0.92153746,1.0,0.94570017,0.91789466,0.8879902,0.937589
0.5146081,0.51119006,0.4717017,0.49633202,0.5248025,0.42382133,0.4045721,0.544907,0.6236958,0.5872974,0.6075327,0.6183439,0.57402,0.5719884,0.9471317,0.93692666,0.94570017,1.0,0.9557703,0.91361666,0.95049703
0.5805008,0.5859341,0.5343606,0.55639225,0.5817963,0.4822767,0.4755309,0.5425226,0.6353032,0.57611835,0.5871152,0.6013869,0.5777676,0.5701677,0.9790787,0.92363966,0.91789466,0.9557703,1.0,0.90709466,0.9350325
0.5284054,0.54399186,0.51689684,0.5031289,0.5695939,0.44309974,0.42438975,0.55350333,0.6285966,0.56379616,0.615513,0.5913697,0.591925,0.594987,0.90439874,0.8980651,0.8879902,0.91361666,0.90709466,1.0,0.9214448
0.5362038,0.5212774,0.50384617,0.5208638,0.5524841,0.45443735,0.42391312,0.58054566,0.61974216,0.61288726,0.61810553,0.62379354,0.5902457,0.5890475,0.9370075,0.9345901,0.937589,0.95049703,0.9350325,0.9214448,1.0
