I am the life of the party.,I don't talk a lot.,I feel comfortable around people.,I keep in the background.,I start conversations.,I have little to say.,I talk to a lot of different people at parties.,I don't like to draw attention to myself.,I don't mind being the center of attention.,I am quiet around strangers.,I get stressed out easily.,I am relaxed most of the time.,I worry about things.,I seldom feel blue.,I am easily disturbed.,I get upset easily.,I change my mood a lot.,I have frequent mood swings.,I get irritated easily.,I often feel blue.,I feel little concern for others.,I am interested in people.,I insult people.,I sympathize with others' feelings.,I am not interested in other people's problems.,I have a soft heart.,I am not really interested in others.,I take time out for others.,I feel others' emotions.,I make people feel at ease.,I am always prepared.,I leave my belongings around.,I pay attention to details.,I make a mess of things.,I get chores done right away.,I often forget to put things back in their proper place.,I like order.,I shirk my duties.,I follow a schedule.,I am exacting in my work.,I have a rich vocabulary.,I have difficulty understanding abstract ideas.,I have a vivid imagination.,I am not interested in abstract ideas.,I have excellent ideas.,I do not have a good imagination.,I am quick to understand things.,I use difficult words.,I spend time reflecting on things.,I am full of ideas.
0.3652217,0.23419839,0.16921718,0.1736061,0.36828765,0.22028422,0.37050658,0.35844767,0.28030893,0.17656907,0.43992218,0.19166583,0.28007618,0.08781695,0.5736973,0.61815387,0.39834777,0.39579958,0.62537795,0.2765939,0.28790817,0.29221836,1.0,0.32055646,0.2621117,0.1817111,0.2263852,0.24642365,0.3387159,0.29662856,0.08545396,0.10232447,0.19941358,0.50291604,0.17614682,0.30116886,0.15635484,0.39436063,0.21113822,0.3025991,0.24225502,0.17409007,0.28116828,0.17616236,0.10553931,0.3035152,0.25372055,0.35553062,0.23634842,0.19802752
0.2667223,0.2791726,0.3843205,0.22191793,0.33257943,0.3191288,0.3569701,0.2744636,0.3295351,0.23713735,0.3200631,0.3105227,0.5609287,0.15681556,0.35708553,0.35130587,0.36068118,0.38812745,0.31155375,0.44882438,0.47835472,0.40342346,0.32055646,1.0,0.28638953,0.41776964,0.33285123,0.43116483,0.86292607,0.44311276,0.022070494,0.15359807,0.3267038,0.30838174,0.0035245537,0.33496717,0.1527375,0.24582982,0.18828544,0.21352096,0.18226768,0.27301297,0.33820328,0.28431737,0.11847467,0.3338473,0.26233026,0.34330612,0.53636956,0.2321753
0.18677594,0.36655664,0.18214522,0.39219218,0.21006516,0.33662534,0.17723589,0.53727734,0.32354486,0.43586585,0.27774352,0.28089187,0.33705425,0.2867931,0.258029,0.29996476,0.24250594,0.231244,0.24821085,0.10986691,0.74145305,0.3346066,0.2621117,0.28638953,1.0,0.16526379,0.7769534,0.31775978,0.30144686,0.2204118,-0.016443975,0.18914056,0.10957437,0.18798822,0.15429871,0.18394034,0.11015312,0.4995218,0.12396142,0.10423699,0.005685176,0.19741076,0.059185,0.50185055,0.027414782,0.23366049,0.12207865,0.042421445,0.26165676,0.078309245
0.28196523,0.42170483,0.53228915,0.3677995,0.28005734,0.395049,0.2504659,0.30060118,0.45027936,0.40268716,0.29622725,0.5559349,0.29220966,0.432086,0.35729045,0.30453295,0.32915044,0.3137315,0.28477034,0.44708255,0.3694811,0.33768,0.1817111,0.41776964,0.16526379,1.0,0.30112413,0.37873822,0.46864566,0.57164764,0.14678696,0.23400037,0.18495953,0.23200902,0.15632695,0.22847381,0.2739241,0.27835524,0.2205014,0.110497504,0.29253066,0.15667695,0.29694188,0.2064594,0.18611462,0.29684043,0.35806608,0.24465005,0.30705485,0.25314683
0.24189061,0.5953868,0.3227766,0.43591717,0.28973848,0.5355,0.32709008,0.54224885,0.3802129,0.48418197,0.35063618,0.44457334,0.42250362,0.34786165,0.3629133,0.33008602,0.36100098,0.36263034,0.31881797,0.27926755,0.7300331,0.5311131,0.2263852,0.33285123,0.7769534,0.30112413,1.0,0.45896307,0.36919907,0.30683374,-0.023382299,0.2975285,0.19435257,0.27920026,0.12829775,0.29559997,0.2249556,0.45764756,0.22314154,0.1531379,0.060486913,0.28180298,0.15352847,0.600538,0.05106037,0.41861802,0.18992867,0.13204315,0.4180023,0.18561502
0.34662494,0.4878108,0.47550425,0.4284323,0.3449883,0.2905839,0.44059476,0.37001118,0.47560835,0.44756928,0.39371246,0.6243167,0.3744379,0.25491038,0.38452333,0.33753318,0.5225259,0.5039842,0.3567289,0.39487424,0.44228867,0.45110264,0.24642365,0.43116483,0.31775978,0.37873822,0.45896307,1.0,0.43313313,0.50899184,0.06082441,0.41936627,0.3346136,0.37294438,0.142927,0.42032257,0.34975454,0.49872798,0.46770474,0.27541772,0.22685367,0.16185154,0.27666935,0.2098011,0.20857911,0.22921328,0.3138694,0.2484101,0.6270135,0.29643348
0.33575645,0.2908109,0.43724382,0.21694039,0.35425073,0.3107703,0.40801084,0.3194041,0.40385467,0.29239005,0.40374646,0.31035596,0.49938613,0.14953238,0.4366512,0.43816957,0.47180152,0.47156146,0.3803429,0.47695202,0.48021063,0.45700893,0.3387159,0.86292607,0.30144686,0.46864566,0.36919907,0.43313313,1.0,0.49920535,0.0171231,0.112335525,0.36218634,0.31328756,0.020449014,0.27627662,0.19829704,0.2542342,0.19302422,0.20976317,0.22524521,0.23934753,0.3841188,0.2705517,0.09839882,0.26536855,0.31165218,0.358649,0.52306545,0.220968
0.4530828,0.40096256,0.867652,0.35715398,0.4657628,0.29164466,0.54101795,0.353042,0.66370165,0.5289576,0.37188265,0.65371186,0.25631,0.27722448,0.3772341,0.33590958,0.41550246,0.3498313,0.3553389,0.31998697,0.4215305,0.49045828,0.29662856,0.44311276,0.2204118,0.57164764,0.30683374,0.50899184,0.49920535,1.0,0.18189724,0.24203534,0.17516923,0.26116621,0.26840883,0.27313846,0.41200423,0.27654985,0.30382693,0.09737004,0.34244817,0.12428575,0.2742676,0.17009471,0.24847782,0.19321473,0.43838862,0.16729607,0.3576053,0.2719502
0.23739554,0.028646093,0.17544192,0.2614788,0.08811603,-0.0197009,0.11256237,0.15817836,0.30293477,0.12285323,0.16982336,0.22671181,0.18720402,0.17677268,0.17270884,0.14337313,0.13945633,0.1386533,0.15244977,0.08348997,0.021899521,0.10200686,0.08545396,0.022070494,-0.016443975,0.14678696,-0.023382299,0.06082441,0.0171231,0.18189724,1.0,0.16308114,0.32422101,0.06734605,0.2534619,0.007771927,0.1886721,0.08641978,0.41289872,0.4049279,0.18794122,-0.04481239,0.1564711,-0.062863365,0.24045908,-0.014062714,0.276763,0.052247938,0.10248482,0.17244942
0.19102743,0.42179364,0.26471287,0.48456183,0.11585553,0.34156,0.18459779,0.23003873,0.2630903,0.35686043,0.22466892,0.43742654,0.2316099,0.2484384,0.26317975,0.20881519,0.29370695,0.2567551,0.2003256,0.22747305,0.31542692,0.16368999,0.10232447,0.15359807,0.18914056,0.23400037,0.2975285,0.41936627,0.112335525,0.24203534,0.16308114,1.0,0.123360395,0.38736346,0.14049095,0.5070145,0.18947116,0.41936946,0.23513591,0.104827836,0.17448454,0.12527533,0.21705647,0.16697428,0.12343372,0.18890642,0.124887764,0.06750269,0.30075395,0.22801994
0.23901737,0.28636983,0.12917921,0.35641888,0.3000386,0.19938795,0.32239857,0.31670883,0.32746166,0.21796474,0.17678495,0.22575605,0.52058977,0.10337194,0.2731876,0.1583352,0.3316339,0.2715566,0.1848598,0.2080415,0.21032164,0.38796425,0.19941358,0.3267038,0.10957437,0.18495953,0.19435257,0.3346136,0.36218634,0.17516923,0.32422101,0.123360395,1.0,0.2286297,0.031132916,0.20109984,0.35782596,0.18940778,0.5440017,0.6287826,0.30238912,0.23192048,0.28619272,0.22485356,0.15545332,0.16371083,0.4242569,0.35337162,0.5307305,0.18704528
0.42222106,0.30187318,0.19389667,0.1796192,0.37185785,0.27349186,0.40094638,0.2641257,0.2149772,0.105847456,0.54849094,0.27517757,0.37984392,0.0939363,0.61845237,0.61221844,0.5272516,0.50243026,0.5836735,0.35474154,0.23924458,0.23900674,0.50291604,0.30838174,0.18798822,0.23200902,0.27920026,0.37294438,0.31328756,0.26116621,0.06734605,0.38736346,0.2286297,1.0,0.25114697,0.60369176,0.2623305,0.3663143,0.29227403,0.3444518,0.28536618,0.2598354,0.35455006,0.26000214,0.21877179,0.3880663,0.25731796,0.36405244,0.40328288,0.4182969
0.181126,0.10226797,0.1863061,0.04902219,0.24973187,0.10860435,0.038687535,0.034377806,0.26222983,0.0664416,0.3209128,0.23073235,0.05854409,0.13074493,0.27920857,0.3752069,0.19451904,0.15263131,0.3694414,0.052309435,0.17186023,0.10208549,0.17614682,0.0035245537,0.15429871,0.15632695,0.12829775,0.142927,0.020449014,0.26840883,0.2534619,0.14049095,0.031132916,0.25114697,1.0,0.14015439,0.17408825,0.24513443,0.303159,0.16387253,0.11698409,-0.044964448,0.14780727,0.045401968,0.24555504,0.003419416,0.48327076,-0.053140987,0.035647847,0.1893715
0.19155893,0.32549733,0.19595326,0.28804684,0.24951679,0.2660825,0.2504496,0.2939447,0.20304337,0.19580713,0.43136412,0.28356528,0.42464447,0.17157623,0.42513,0.42155555,0.4313775,0.39321974,0.403631,0.31253052,0.32874233,0.22310962,0.30116886,0.33496717,0.18394034,0.22847381,0.29559997,0.42032257,0.27627662,0.27313846,0.007771927,0.5070145,0.20109984,0.60369176,0.14015439,1.0,0.23436593,0.42073378,0.23107284,0.2229978,0.15662512,0.3687397,0.2506971,0.33056027,0.10138563,0.4149179,0.2750792,0.27296588,0.45052934,0.2715985
0.27933288,0.275892,0.43529147,0.23811457,0.29639235,0.19936301,0.31427315,0.27935115,0.41411737,0.25890404,0.16500844,0.37552568,0.22265385,0.16743065,0.25974125,0.18745641,0.30754253,0.25925142,0.21180429,0.17845552,0.18074562,0.3359154,0.15635484,0.1527375,0.11015312,0.2739241,0.2249556,0.34975454,0.19829704,0.41200423,0.1886721,0.18947116,0.35782596,0.2623305,0.17408825,0.23436593,1.0,0.17081754,0.4624473,0.2683071,0.36229348,0.07508529,0.21484903,0.1350327,0.2691335,0.057578523,0.37191176,0.2340636,0.3153005,0.22964318
0.28521296,0.39753255,0.21365303,0.52838296,0.24834217,0.3671406,0.15363915,0.46527207,0.3620911,0.43412736,0.36341745,0.41262174,0.331147,0.33141682,0.39316365,0.3880152,0.3257392,0.33693594,0.37760806,0.2606455,0.5631755,0.22305918,0.39436063,0.24582982,0.4995218,0.27835524,0.45764756,0.49872798,0.2542342,0.27654985,0.08641978,0.41936946,0.18940778,0.3663143,0.24513443,0.42073378,0.17081754,1.0,0.40234172,0.2771091,0.12280987,0.21805985,0.24021152,0.2842854,0.13409953,0.2827537,0.23293093,0.18004774,0.30143666,0.2126847
0.29663053,0.31757137,0.26216957,0.29084614,0.32277137,0.1939783,0.230507,0.2516462,0.35256824,0.19100773,0.33466768,0.3914982,0.35383195,0.15698177,0.3395532,0.304789,0.36754134,0.37148306,0.33316308,0.22564724,0.2255473,0.29399988,0.21113822,0.18828544,0.12396142,0.2205014,0.22314154,0.46770474,0.19302422,0.30382693,0.41289872,0.23513591,0.5440017,0.29227403,0.303159,0.23107284,0.4624473,0.40234172,1.0,0.5719524,0.15436165,0.094060116,0.18686955,0.1386141,0.16876164,0.1165542,0.3964543,0.20396586,0.3419996,0.19035582
0.245306,0.20591198,0.035496596,0.21784762,0.23181997,0.12913994,0.19728698,0.30994323,0.20969905,0.10882456,0.28924668,0.16372102,0.4182648,0.11805824,0.3292641,0.25660118,0.29066318,0.3017249,0.33542457,0.23613691,0.14233206,0.28796238,0.3025991,0.21352096,0.10423699,0.110497504,0.1531379,0.27541772,0.20976317,0.09737004,0.4049279,0.104827836,0.6287826,0.3444518,0.16387253,0.2229978,0.2683071,0.2771091,0.5719524,1.0,0.22429195,0.29405743,0.2648608,0.23820584,0.16385242,0.25804228,0.31607914,0.46529868,0.40891832,0.25326687
0.36137855,0.25895324,0.37235194,0.15570915,0.41818613,0.16504931,0.4383672,0.09807079,0.38858542,0.1869254,0.2707097,0.37076855,0.13295826,0.10584659,0.3725807,0.28172496,0.4299124,0.3376039,0.2829796,0.18646803,0.026681654,0.36510462,0.24225502,0.18226768,0.005685176,0.29253066,0.060486913,0.22685367,0.22524521,0.34244817,0.18794122,0.17448454,0.30238912,0.28536618,0.11698409,0.15662512,0.36229348,0.12280987,0.15436165,0.22429195,1.0,0.20302306,0.61536396,0.17644425,0.4438122,0.21799484,0.4935245,0.43697858,0.33237195,0.5571759
0.035552662,0.3400714,0.06465268,0.16421586,0.33079064,0.3257466,0.215665,0.2805194,0.09057368,0.16216792,0.26495388,0.14186294,0.41195786,0.13750027,0.31847858,0.2165272,0.25053707,0.29348734,0.25927463,0.29307333,0.24423961,0.2532095,0.17409007,0.27301297,0.19741076,0.15667695,0.28180298,0.16185154,0.23934753,0.12428575,-0.04481239,0.12527533,0.23192048,0.2598354,-0.044964448,0.3687397,0.07508529,0.21805985,0.094060116,0.29405743,0.20302306,1.0,0.39801523,0.7522228,0.22313909,0.64520097,0.23973891,0.47304353,0.42372394,0.405196
0.3631128,0.2002295,0.24598779,0.20105371,0.35195634,0.20147046,0.3276866,0.12229008,0.3729754,0.11096648,0.3624643,0.29776213,0.3045931,0.18284291,0.5254778,0.386376,0.4768131,0.46302772,0.39385659,0.3672761,0.17452794,0.39153287,0.28116828,0.33820328,0.059185,0.29694188,0.15352847,0.27666935,0.3841188,0.2742676,0.1564711,0.21705647,0.28619272,0.35455006,0.14780727,0.2506971,0.21484903,0.24021152,0.18686955,0.2648608,0.61536396,0.39801523,1.0,0.31807572,0.567518,0.48903334,0.39384556,0.33362278,0.45058876,0.6854563
