I am the life of the party.,I don't talk a lot.,I feel comfortable around people.,I keep in the background.,I start conversations.,I have little to say.,I talk to a lot of different people at parties.,I don't like to draw attention to myself.,I don't mind being the center of attention.,I am quiet around strangers.,I get stressed out easily.,I am relaxed most of the time.,I worry about things.,I seldom feel blue.,I am easily disturbed.,I get upset easily.,I change my mood a lot.,I have frequent mood swings.,I get irritated easily.,I often feel blue.,I feel little concern for others.,I am interested in people.,I insult people.,I sympathize with others' feelings.,I am not interested in other people's problems.,I have a soft heart.,I am not really interested in others.,I take time out for others.,I feel others' emotions.,I make people feel at ease.,I am always prepared.,I leave my belongings around.,I pay attention to details.,I make a mess of things.,I get chores done right away.,I often forget to put things back in their proper place.,I like order.,I shirk my duties.,I follow a schedule.,I am exacting in my work.,I have a rich vocabulary.,I have difficulty understanding abstract ideas.,I have a vivid imagination.,I am not interested in abstract ideas.,I have excellent ideas.,I do not have a good imagination.,I am quick to understand things.,I use difficult words.,I spend time reflecting on things.,I am full of ideas.
0.38929057,0.41057515,0.46585214,0.48556808,0.47269925,0.396965,0.3415102,0.3265011,0.33705285,0.4301154,0.4532912,0.4045358,1.0,0.30948907,0.5544684,0.5103475,0.4558159,0.4200242,0.4884984,0.36108983,0.5437368,0.6197752,0.5185397,0.4425236,0.51816994,0.3394183,0.42573112,0.48860306,0.4493422,0.46470055,0.436253,0.5823003,0.6326898,0.7791726,0.5204966,0.3989976,0.4601718,0.5205525,0.4465066,0.5016029,0.23295943,0.33302748,0.34244424,0.36362138,0.43156114,0.23523912,0.60606766,0.41591087,0.63961697,0.51499635
0.25895244,0.41905126,0.41767123,0.24380574,0.275798,0.42116854,0.23529465,0.31900275,0.2860465,0.38093594,0.44022343,0.48712394,0.30948907,1.0,0.47765595,0.51149404,0.44883797,0.50901437,0.5139687,0.90332615,0.46768236,0.2984941,0.3050716,0.341091,0.23168516,0.45090714,0.3392418,0.31030768,0.40240663,0.40818638,0.3583031,0.25577223,0.27034357,0.3288526,0.24401039,0.3227466,0.34344995,0.23284931,0.24158238,0.25969696,0.23448263,0.3497807,0.38910118,0.3245071,0.35217926,0.44465998,0.39870661,0.31530976,0.36330315,0.3093242
0.2748124,0.427694,0.4876789,0.3464677,0.4160763,0.41420546,0.27919126,0.39362398,0.3470785,0.43496504,0.8453415,0.5394674,0.5544684,0.47765595,1.0,0.9458039,0.4918372,0.5505625,0.9148413,0.4795121,0.47697842,0.4351181,0.42819944,0.3438057,0.38244513,0.49089536,0.3428984,0.3606534,0.33678287,0.52466387,0.43094262,0.39561355,0.42910314,0.54628545,0.4640246,0.33489034,0.452049,0.36727265,0.38070416,0.43345034,0.3384003,0.4052173,0.39413553,0.31975037,0.35053006,0.3228537,0.59706837,0.41266015,0.35547295,0.4322416
0.24123004,0.42115512,0.4693721,0.31931245,0.40335992,0.38715792,0.27718937,0.35907662,0.2668286,0.3870416,0.8711006,0.5426295,0.5103475,0.51149404,0.9458039,1.0,0.51600647,0.5644684,0.9638988,0.5167946,0.43691918,0.37579057,0.4174125,0.3532215,0.30626595,0.5112377,0.28205016,0.35192046,0.33533874,0.5341015,0.42753688,0.3844247,0.38995874,0.529127,0.47540182,0.33785293,0.44459736,0.3532393,0.3655398,0.3754553,0.334325,0.39193687,0.3777128,0.2878925,0.33534873,0.30562449,0.61170644,0.40961894,0.33170053,0.40376997
0.3349934,0.48281342,0.3990955,0.25874904,0.37271234,0.30993164,0.501637,0.36307886,0.2802556,0.3262751,0.50156325,0.58189917,0.4558159,0.44883797,0.4918372,0.51600647,1.0,0.7645335,0.50500035,0.52809185,0.3980026,0.37297264,0.32894108,0.4765324,0.29068315,0.37828016,0.3599016,0.40874892,0.49258202,0.43564713,0.4171889,0.38212028,0.40946373,0.5126626,0.32117954,0.38454497,0.35331815,0.33257207,0.32366836,0.3889951,0.3603177,0.3230285,0.4324991,0.29825106,0.47550914,0.373532,0.44533798,0.3586886,0.46914342,0.43113807
0.2965444,0.37711096,0.382191,0.28396592,0.37711513,0.28351215,0.44157398,0.31847036,0.24983275,0.35702983,0.5367426,0.59216315,0.4200242,0.50901437,0.5505625,0.5644684,0.7645335,1.0,0.5624643,0.62473106,0.35446054,0.3470794,0.29241017,0.4250133,0.26659572,0.48966408,0.26192993,0.36935118,0.44457567,0.3783892,0.44435012,0.32449457,0.34214538,0.4843739,0.33206186,0.3518034,0.37381437,0.29521534,0.38931593,0.32876006,0.4422106,0.37047455,0.5359864,0.33245912,0.46969572,0.40867257,0.42222682,0.40786663,0.44109407,0.43925932
0.21361005,0.40761638,0.45653063,0.2900449,0.4142722,0.35724348,0.27071136,0.38241062,0.30034155,0.37003452,0.8714274,0.53072596,0.4884984,0.5139687,0.9148413,0.9638988,0.50500035,0.5624643,1.0,0.51997745,0.45033526,0.3970632,0.4217266,0.3518465,0.30468008,0.4868744,0.31331053,0.35046953,0.35864905,0.5112189,0.39598015,0.3626703,0.39976642,0.50210655,0.47068563,0.30002975,0.44371477,0.31836575,0.34869912,0.37464505,0.32197306,0.39473066,0.3903369,0.325299,0.3307923,0.2888646,0.6052491,0.39315054,0.34331423,0.38905153
0.30041322,0.3644643,0.42852664,0.26224685,0.2990784,0.30471423,0.310854,0.2792426,0.23362346,0.3301382,0.46464434,0.60286546,0.36108983,0.90332615,0.4795121,0.5167946,0.52809185,0.62473106,0.51997745,1.0,0.4126704,0.33120254,0.31359923,0.38113835,0.20605461,0.4466351,0.27256635,0.37770614,0.4428075,0.42704418,0.44142872,0.2826853,0.30528975,0.37188816,0.27148634,0.3726438,0.40647,0.22993116,0.28226525,0.2741625,0.27493325,0.33022305,0.41511387,0.24757259,0.37983784,0.32926747,0.42390573,0.33870777,0.4372153,0.3584456
0.27755126,0.3981679,0.60534006,0.29536343,0.3500526,0.4200335,0.40397272,0.46692616,0.4251941,0.52113783,0.44061142,0.4141358,0.5437368,0.46768236,0.47697842,0.43691918,0.3980026,0.35446054,0.45033526,0.4126704,1.0,0.53317374,0.47608924,0.713928,0.71115917,0.30302072,0.7545392,0.65386,0.6955553,0.55666757,0.2523608,0.41201335,0.4490512,0.37993482,0.29460114,0.3639178,0.27971655,0.3123698,0.210355,0.26526266,0.115651995,0.39284265,0.24432422,0.44239265,0.30882865,0.34518468,0.42426288,0.25883225,0.4562005,0.2822892
0.44228435,0.339743,0.66451293,0.42483994,0.45771682,0.2920888,0.41468543,0.4428387,0.3951213,0.44863436,0.37784913,0.34359914,0.6197752,0.2984941,0.4351181,0.37579057,0.37297264,0.3470794,0.3970632,0.33120254,0.53317374,1.0,0.6978833,0.49964446,0.60311574,0.35898724,0.6259882,0.51329523,0.50872064,0.6587581,0.32418436,0.36149085,0.5786367,0.4502144,0.3304189,0.24653366,0.47123563,0.2982979,0.3668671,0.3970538,0.23800264,0.30200946,0.3506793,0.46057928,0.40178415,0.27051914,0.47639084,0.3168911,0.46859983,0.4520832
0.33366197,0.364942,0.5799911,0.37629795,0.48460776,0.3239401,0.39356744,0.31844267,0.21025714,0.4339214,0.37839612,0.3083267,0.5185397,0.3050716,0.42819944,0.4174125,0.32894108,0.29241017,0.4217266,0.31359923,0.47608924,0.6978833,1.0,0.4720878,0.44051003,0.25516438,0.44423923,0.5203234,0.50154346,0.6868031,0.30970645,0.38141266,0.41875434,0.55161434,0.31481898,0.274536,0.40614587,0.4368623,0.39067164,0.30733776,0.1725832,0.26383555,0.21757966,0.25333804,0.29536524,0.20740977,0.36931625,0.41249207,0.42523938,0.34304842
0.30725756,0.23735674,0.59514314,0.28562868,0.3859412,0.21467999,0.43772963,0.3123443,0.25815788,0.43442267,0.36698893,0.3764124,0.4425236,0.341091,0.3438057,0.3532215,0.4765324,0.4250133,0.3518465,0.38113835,0.713928,0.49964446,0.4720878,1.0,0.57626474,0.358081,0.56055546,0.6357743,0.8986064,0.6051341,0.29869467,0.38556448,0.42590177,0.363675,0.2528914,0.28738835,0.31056213,0.29030403,0.25168294,0.27596667,0.1658469,0.43766508,0.32736716,0.3683649,0.3684768,0.27080625,0.48663065,0.27846184,0.4629618,0.3981366
0.31854632,0.37864506,0.47211313,0.2281577,0.3294414,0.24577527,0.41932964,0.5323313,0.5106709,0.42498714,0.32715082,0.27727026,0.51816994,0.23168516,0.38244513,0.30626595,0.29068315,0.26659572,0.30468008,0.20605461,0.71115917,0.60311574,0.44051003,0.57626474,1.0,0.18433653,0.8037255,0.5399918,0.52361596,0.43078822,0.21108587,0.3466814,0.4144041,0.37378085,0.24768335,0.3818708,0.25383967,0.3038923,0.1803642,0.28531462,0.10327577,0.4214542,0.182953,0.58110124,0.29712364,0.37764648,0.3946635,0.2655096,0.42031065,0.27592772
0.3271815,0.31033278,0.33234265,0.332855,0.3026517,0.4072629,0.19796063,0.2116157,0.25836647,0.30385387,0.40979636,0.332307,0.3394183,0.45090714,0.49089536,0.5112377,0.37828016,0.48966408,0.4868744,0.4466351,0.30302072,0.35898724,0.25516438,0.358081,0.18433653,1.0,0.19508487,0.18897383,0.36812696,0.39181858,0.38484713,0.27492768,0.34878656,0.30735725,0.21176924,0.144095,0.34253934,0.17903844,0.31808215,0.29222524,0.44957766,0.22486408,0.5386239,0.22687596,0.41526335,0.37293497,0.32028088,0.32574698,0.18019035,0.41419804
0.2961433,0.48744413,0.4725804,0.3031143,0.34032637,0.34123304,0.42878628,0.5881915,0.5316493,0.43047315,0.3282148,0.364538,0.42573112,0.3392418,0.3428984,0.28205016,0.3599016,0.26192993,0.31331053,0.27256635,0.7545392,0.6259882,0.44423923,0.56055546,0.8037255,0.19508487,1.0,0.5717531,0.53126454,0.41753,0.267765,0.32830343,0.43750507,0.3179265,0.25250646,0.34969726,0.2671247,0.2617237,0.19208378,0.328582,0.11673786,0.32271752,0.21438727,0.58082324,0.31362092,0.43261433,0.3647171,0.22773746,0.3708355,0.29387546
0.4133261,0.30990052,0.5583391,0.374035,0.43543357,0.24811423,0.46389225,0.31680554,0.22164242,0.4639689,0.40615183,0.5438624,0.48860306,0.31030768,0.3606534,0.35192046,0.40874892,0.36935118,0.35046953,0.37770614,0.65386,0.51329523,0.5203234,0.6357743,0.5399918,0.18897383,0.5717531,1.0,0.6367636,0.57029223,0.39795458,0.51929575,0.44278,0.46005696,0.426802,0.37508118,0.32047838,0.40771672,0.39868987,0.32417017,0.16137466,0.29098848,0.23506682,0.24555501,0.32433802,0.20701249,0.45615846,0.3866053,0.62597626,0.28895387
0.35818595,0.27807295,0.603172,0.29364344,0.44234183,0.24391198,0.4393875,0.28790206,0.22553124,0.40139276,0.38464737,0.3873752,0.4493422,0.40240663,0.33678287,0.33533874,0.49258202,0.44457567,0.35864905,0.4428075,0.6955553,0.50872064,0.50154346,0.8986064,0.52361596,0.36812696,0.53126454,0.6367636,1.0,0.61571246,0.2971412,0.4039517,0.40319565,0.37468183,0.28256467,0.2612937,0.3319962,0.30197224,0.26046592,0.25566402,0.1817144,0.40762466,0.37005487,0.33055478,0.3958865,0.27362663,0.44554174,0.33543003,0.44977483,0.37450677
0.3873265,0.2718676,0.7883383,0.33753258,0.40138867,0.24123825,0.36675647,0.32053393,0.2632212,0.49125692,0.52673686,0.47102684,0.46470055,0.40818638,0.52466387,0.5341015,0.43564713,0.3783892,0.5112189,0.42704418,0.55666757,0.6587581,0.6868031,0.6051341,0.43078822,0.39181858,0.41753,0.57029223,0.61571246,1.0,0.3604081,0.41991284,0.39621726,0.4973632,0.39313412,0.3161585,0.40792584,0.27735314,0.29598153,0.29228464,0.15807784,0.3000538,0.29804385,0.2371226,0.3014793,0.24085218,0.47335583,0.32493502,0.4423786,0.31831995
0.3967306,0.35297567,0.34896106,0.46502507,0.36182076,0.29274532,0.31392577,0.20822479,0.21925248,0.32403687,0.40808457,0.53428614,0.436253,0.3583031,0.43094262,0.42753688,0.4171889,0.44435012,0.39598015,0.44142872,0.2523608,0.32418436,0.30970645,0.29869467,0.21108587,0.38484713,0.267765,0.39795458,0.2971412,0.3604081,1.0,0.38452992,0.3714199,0.3959356,0.46626928,0.3310291,0.40741986,0.32894415,0.44702983,0.49307266,0.27857405,0.2107094,0.39088157,0.20294055,0.4248278,0.3026607,0.39527234,0.34384474,0.34223476,0.46976033
0.35982767,0.30823272,0.47278637,0.52059513,0.37292778,0.36336464,0.25626212,0.3010449,0.23940141,0.5186177,0.3642701,0.40256095,0.5823003,0.25577223,0.39561355,0.3844247,0.38212028,0.32449457,0.3626703,0.2826853,0.41201335,0.36149085,0.38141266,0.38556448,0.3466814,0.27492768,0.32830343,0.51929575,0.4039517,0.41991284,0.38452992,1.0,0.45600003,0.62201476,0.5440108,0.4856873,0.3857361,0.61720634,0.3834265,0.4086958,0.27941707,0.2394289,0.2614251,0.28573236,0.32812297,0.19972676,0.42098317,0.3321787,0.5001613,0.36988983
0.32420906,0.37972996,0.3619098,0.52137023,0.44402492,0.34757212,0.35631698,0.37140176,0.41506818,0.33546966,0.41119984,0.41732118,0.6326898,0.27034357,0.42910314,0.38995874,0.40946373,0.34214538,0.39976642,0.30528975,0.4490512,0.5786367,0.41875434,0.42590177,0.4144041,0.34878656,0.43750507,0.44278,0.40319565,0.39621726,0.3714199,0.45600003,1.0,0.50225234,0.42141888,0.3470326,0.3988041,0.40797243,0.4846443,0.54881984,0.26834515,0.3609947,0.3564806,0.4392526,0.40585378,0.22921559,0.5177625,0.38682997,0.5826358,0.44511655
0.32051203,0.4353851,0.4051435,0.4418589,0.5130593,0.3789256,0.3785407,0.25011158,0.24027038,0.42409107,0.44496626,0.3965531,0.7791726,0.3288526,0.54628545,0.529127,0.5126626,0.4843739,0.50210655,0.37188816,0.37993482,0.4502144,0.55161434,0.363675,0.37378085,0.30735725,0.3179265,0.46005696,0.37468183,0.4973632,0.3959356,0.62201476,0.50225234,1.0,0.579889,0.4024846,0.43383715,0.54337025,0.46939555,0.4421044,0.33545944,0.32133722,0.3556033,0.27931482,0.40460873,0.280585,0.5754623,0.4528724,0.5779132,0.46972856
0.26512375,0.25379762,0.35702017,0.33118284,0.46141776,0.24384733,0.22248988,0.19771613,0.16892157,0.29857937,0.48799554,0.38047698,0.5204966,0.24401039,0.4640246,0.47540182,0.32117954,0.33206186,0.47068563,0.27148634,0.29460114,0.3304189,0.31481898,0.2528914,0.24768335,0.21176924,0.25250646,0.426802,0.28256467,0.39313412,0.46626928,0.5440108,0.42141888,0.579889,1.0,0.35877535,0.42131317,0.5812324,0.4699442,0.59054554,0.19430839,0.25420043,0.28267527,0.2161964,0.34295043,0.20035237,0.5760298,0.33042058,0.40743688,0.3382272
0.114974126,0.29734698,0.33036137,0.30751976,0.23064801,0.22283202,0.3492432,0.41741458,0.33877176,0.28460062,0.3398095,0.40949425,0.3989976,0.3227466,0.33489034,0.33785293,0.38454497,0.3518034,0.30002975,0.3726438,0.3639178,0.24653366,0.274536,0.28738835,0.3818708,0.144095,0.34969726,0.37508118,0.2612937,0.3161585,0.3310291,0.4856873,0.3470326,0.4024846,0.35877535,1.0,0.2864307,0.34609476,0.16762118,0.3489184,0.12422623,0.37248924,0.14568803,0.29963827,0.27242696,0.20816745,0.4527819,0.32485262,0.5225417,0.19317736
0.34376776,0.328925,0.40910202,0.38187885,0.42454505,0.3214164,0.2109051,0.3916692,0.2626859,0.23743413,0.412543,0.37534893,0.4601718,0.34344995,0.452049,0.44459736,0.35331815,0.37381437,0.44371477,0.40647,0.27971655,0.47123563,0.40614587,0.31056213,0.25383967,0.34253934,0.2671247,0.32047838,0.3319962,0.40792584,0.40741986,0.3857361,0.3988041,0.43383715,0.42131317,0.2864307,1.0,0.3847586,0.564415,0.37253886,0.27092212,0.19812696,0.29439172,0.28523606,0.40398043,0.24281625,0.41271013,0.27934223,0.2987103,0.35938868
0.32683307,0.30043218,0.23938496,0.3766788,0.38620454,0.3123032,0.20935886,0.23910423,0.19075656,0.30196685,0.3627759,0.3166393,0.5205525,0.23284931,0.36727265,0.3532393,0.33257207,0.29521534,0.31836575,0.22993116,0.3123698,0.2982979,0.4368623,0.29030403,0.3038923,0.17903844,0.2617237,0.40771672,0.30197224,0.27735314,0.32894415,0.61720634,0.40797243,0.54337025,0.5812324,0.34609476,0.3847586,1.0,0.46084517,0.6392799,0.24598752,0.25358534,0.25684816,0.23622178,0.30020815,0.21579148,0.3641751,0.36684245,0.38796982,0.36756322
0.43312752,0.31576818,0.28518423,0.5505933,0.45456257,0.27150622,0.29021102,0.15049678,0.14679451,0.25573495,0.3535809,0.32153875,0.4465066,0.24158238,0.38070416,0.3655398,0.32366836,0.38931593,0.34869912,0.28226525,0.210355,0.3668671,0.39067164,0.25168294,0.1803642,0.31808215,0.19208378,0.39868987,0.26046592,0.29598153,0.44702983,0.3834265,0.4846443,0.46939555,0.4699442,0.16762118,0.564415,0.46084517,1.0,0.4797973,0.31034067,0.19550057,0.3832726,0.23667586,0.32885617,0.23598254,0.3550827,0.31602693,0.39341214,0.41153318
0.3582367,0.3285368,0.30323523,0.42735818,0.31376767,0.27208275,0.26749477,0.30295333,0.30207714,0.27617484,0.4511861,0.39326802,0.5016029,0.25969696,0.43345034,0.3754553,0.3889951,0.32876006,0.37464505,0.2741625,0.26526266,0.3970538,0.30733776,0.27596667,0.28531462,0.29222524,0.328582,0.32417017,0.25566402,0.29228464,0.49307266,0.4086958,0.54881984,0.4421044,0.59054554,0.3489184,0.37253886,0.6392799,0.4797973,1.0,0.2879131,0.3344263,0.40138415,0.2993189,0.3985734,0.2709688,0.4523355,0.40628484,0.40708336,0.41619974
0.25790894,0.44420162,0.2223167,0.22273569,0.31752932,0.44952625,0.30800647,0.06955755,0.07875347,0.22460702,0.3050435,0.28695816,0.23295943,0.23448263,0.3384003,0.334325,0.3603177,0.4422106,0.32197306,0.27493325,0.115651995,0.23800264,0.1725832,0.1658469,0.10327577,0.44957766,0.11673786,0.16137466,0.1817144,0.15807784,0.27857405,0.27941707,0.26834515,0.33545944,0.19430839,0.12422623,0.27092212,0.24598752,0.31034067,0.2879131,1.0,0.31294,0.53902966,0.2675864,0.484894,0.36470452,0.32007402,0.5194262,0.18695676,0.48357204
0.14794451,0.2712799,0.34901765,0.17430048,0.30990514,0.2377871,0.3166051,0.33870816,0.26961756,0.3145097,0.43952996,0.30416274,0.33302748,0.3497807,0.4052173,0.39193687,0.3230285,0.37047455,0.39473066,0.33022305,0.39284265,0.30200946,0.26383555,0.43766508,0.4214542,0.22486408,0.32271752,0.29098848,0.40762466,0.3000538,0.2107094,0.2394289,0.3609947,0.32133722,0.25420043,0.37248924,0.19812696,0.25358534,0.19550057,0.3344263,0.31294,1.0,0.4751708,0.70683193,0.5154352,0.415286,0.56556284,0.4353152,0.44304723,0.44914994
0.3750981,0.27394107,0.2739803,0.32035264,0.32269734,0.32182765,0.21170625,0.23639,0.21632235,0.22963259,0.36739993,0.33354858,0.34244424,0.38910118,0.39413553,0.3777128,0.4324991,0.5359864,0.3903369,0.41511387,0.24432422,0.3506793,0.21757966,0.32736716,0.182953,0.5386239,0.21438727,0.23506682,0.37005487,0.29804385,0.39088157,0.2614251,0.3564806,0.3556033,0.28267527,0.14568803,0.29439172,0.25684816,0.3832726,0.40138415,0.53902966,0.4751708,1.0,0.46001264,0.7162571,0.6440465,0.3848317,0.32805255,0.35180426,0.6861788
