I am the life of the party.,I don't talk a lot.,I feel comfortable around people.,I keep in the background.,I start conversations.,I have little to say.,I talk to a lot of different people at parties.,I don't like to draw attention to myself.,I don't mind being the center of attention.,I am quiet around strangers.,I get stressed out easily.,I am relaxed most of the time.,I worry about things.,I seldom feel blue.,I am easily disturbed.,I get upset easily.,I change my mood a lot.,I have frequent mood swings.,I get irritated easily.,I often feel blue.,I feel little concern for others.,I am interested in people.,I insult people.,I sympathize with others' feelings.,I am not interested in other people's problems.,I have a soft heart.,I am not really interested in others.,I take time out for others.,I feel others' emotions.,I make people feel at ease.,I am always prepared.,I leave my belongings around.,I pay attention to details.,I make a mess of things.,I get chores done right away.,I often forget to put things back in their proper place.,I like order.,I shirk my duties.,I follow a schedule.,I am exacting in my work.,I have a rich vocabulary.,I have difficulty understanding abstract ideas.,I have a vivid imagination.,I am not interested in abstract ideas.,I have excellent ideas.,I do not have a good imagination.,I am quick to understand things.,I use difficult words.,I spend time reflecting on things.,I am full of ideas.
0.2711443,0.31459787,0.4285488,0.27853724,0.31584382,0.15950929,0.2532079,0.45450848,0.32961768,0.3035647,1.0,0.52171654,0.5344259,0.46658006,0.7726045,0.84413344,0.57602674,0.53064984,0.79923046,0.42014194,0.30194646,0.2989418,0.24246438,0.18371609,0.27312878,0.37491742,0.31147632,0.31515563,0.35914117,0.53775495,0.22500442,0.35311785,0.31538922,0.48542115,0.4069835,0.30421552,0.29999763,0.39318648,0.3343195,0.30309922,0.3891361,0.36847472,0.33475018,0.34683737,0.28047532,0.34023863,0.49604622,0.4020667,0.38946393,0.35954824
0.23539296,0.421885,0.5251435,0.3756239,0.24143758,0.124064386,0.19760776,0.3616898,0.5152276,0.45328146,0.52171654,1.0,0.3842235,0.49406022,0.44024873,0.40815964,0.48930597,0.43576905,0.35969272,0.40677452,0.39329627,0.20097281,0.017156212,0.25369874,0.24722622,0.4079815,0.3522702,0.47526842,0.24389534,0.58056015,0.23800725,0.31576073,0.25707376,0.2690752,0.33845758,0.35094544,0.30099335,0.33889034,0.39120677,0.2139157,0.22532856,0.20265862,0.24140766,0.34363794,0.22701843,0.2023703,0.38697973,0.16302256,0.5050856,0.25819567
0.23169334,0.354936,0.3289151,0.36174145,0.39674586,0.30767033,0.29216123,0.46162617,0.32574788,0.2871869,0.5344259,0.3842235,1.0,0.3578,0.518383,0.4855924,0.5535585,0.47464967,0.46448508,0.34672797,0.42365858,0.35945573,0.23971,0.2767515,0.25197253,0.29223385,0.3203344,0.40381646,0.44284332,0.30943105,0.21913798,0.34800175,0.5420913,0.5428677,0.2436087,0.3814171,0.25785407,0.48091713,0.38176352,0.35327262,0.21114713,0.41632706,0.3239608,0.32190585,0.2603902,0.3122847,0.35654742,0.40156183,0.5848654,0.34858152
0.103080414,0.46505985,0.29090112,0.30498028,0.18527186,0.30909115,0.12897342,0.38966766,0.29460362,0.39414108,0.46658006,0.49406022,0.3578,1.0,0.5014887,0.44976425,0.46627927,0.49489862,0.42511532,0.7383354,0.3963041,0.26088655,0.086411424,0.17996192,0.24552931,0.38028947,0.43480006,0.35967475,0.31070063,0.3213083,0.11226322,0.26449245,0.2748948,0.29538462,0.15838861,0.36478433,0.22174804,0.39289623,0.2756081,0.17663482,0.1038386,0.34852803,0.28372267,0.3131326,0.18630704,0.37511647,0.25973192,0.32618305,0.40870577,0.1968336
0.29084754,0.3247194,0.45118082,0.36780187,0.36125624,0.20746103,0.2916824,0.47241285,0.35263115,0.35882634,0.7726045,0.44024873,0.518383,0.5014887,1.0,0.8293154,0.61013687,0.6044776,0.79120266,0.452498,0.2999128,0.39921477,0.30488083,0.23095809,0.2911889,0.43973297,0.37600273,0.31069407,0.42321882,0.5249353,0.2645986,0.34888706,0.34907067,0.55247843,0.34081647,0.28999546,0.33765036,0.44738406,0.34715116,0.29139188,0.36229232,0.41880453,0.42328787,0.35451734,0.33738557,0.43912956,0.48136833,0.43474275,0.3862866,0.4052933
0.27629846,0.300496,0.39157718,0.2467438,0.33018124,0.18531582,0.27080297,0.47571072,0.3058999,0.26368883,0.84413344,0.40815964,0.4855924,0.44976425,0.8293154,1.0,0.5875083,0.5679438,0.88653195,0.44121724,0.3097023,0.30807596,0.3398819,0.27556756,0.29323077,0.3971512,0.33163136,0.26810917,0.46703655,0.5100406,0.17110318,0.33582437,0.30319637,0.5026668,0.3893654,0.29937336,0.34285602,0.3956722,0.3064995,0.2662229,0.29772946,0.3447204,0.29133907,0.30764297,0.26409775,0.30955222,0.45970175,0.43986976,0.33794758,0.32430428
0.4042895,0.35961533,0.37504894,0.29451013,0.34090236,0.19710575,0.4631522,0.45696428,0.3496355,0.21219477,0.57602674,0.48930597,0.5535585,0.46627927,0.61013687,0.5875083,1.0,0.8386922,0.57410234,0.45288423,0.25706327,0.43593526,0.31096888,0.32426903,0.24581683,0.33963752,0.3496729,0.38946077,0.52325666,0.48800105,0.20555963,0.29479688,0.32923895,0.5556723,0.22398296,0.31326246,0.31879798,0.32680935,0.3867651,0.26654506,0.31234536,0.3091141,0.4424343,0.31437334,0.30058905,0.37858456,0.34395155,0.4519544,0.54388934,0.4196615
0.33340228,0.2913457,0.27781242,0.2965582,0.2534511,0.1449817,0.4051833,0.36370417,0.23775268,0.17546514,0.53064984,0.43576905,0.47464967,0.49489862,0.6044776,0.5679438,0.8386922,1.0,0.56031233,0.46996588,0.17597805,0.34900466,0.2967998,0.2851699,0.16221502,0.26282972,0.28245437,0.34529835,0.48337087,0.34535328,0.17238033,0.25174922,0.29482216,0.4568928,0.13190073,0.23482117,0.25358617,0.24653095,0.3986852,0.22563821,0.23668616,0.27700758,0.40527248,0.20891798,0.25091234,0.37351802,0.28573716,0.44305474,0.4949124,0.32936186
0.26204324,0.33116576,0.36697036,0.28285766,0.37196153,0.21092033,0.2721095,0.4970052,0.27567992,0.25090122,0.79923046,0.35969272,0.46448508,0.42511532,0.79120266,0.88653195,0.57410234,0.56031233,1.0,0.38444012,0.24843213,0.34301603,0.4217482,0.22683302,0.258592,0.34399304,0.32687175,0.28412223,0.41223204,0.48278463,0.1789854,0.32874337,0.35156724,0.5083417,0.3664635,0.30762333,0.32061106,0.37755322,0.33095884,0.27612513,0.32722366,0.3276526,0.3228713,0.25071093,0.26469398,0.33853072,0.41163266,0.44587135,0.35729477,0.2986731
0.18479219,0.21412759,0.39614293,0.29702,0.2893329,0.14562887,0.19294015,0.27089834,0.29804108,0.2218237,0.42014194,0.40677452,0.34672797,0.7383354,0.452498,0.44121724,0.45288423,0.46996588,0.38444012,1.0,0.29852313,0.37271324,0.099092476,0.3640355,0.13639289,0.3982232,0.27415165,0.41576126,0.4667492,0.43412954,0.14671567,0.18831493,0.274289,0.29866087,0.19150683,0.2565154,0.28089163,0.28022417,0.28999707,0.20046501,0.18490764,0.31949767,0.35299945,0.26273072,0.30451068,0.25636736,0.3119351,0.3453453,0.4322144,0.29220963
0.13043824,0.3399848,0.42343748,0.2238112,0.18316296,0.3816722,0.1266531,0.4583776,0.49736482,0.5526099,0.30194646,0.39329627,0.42365858,0.3963041,0.2999128,0.3097023,0.25706327,0.17597805,0.24843213,0.29852313,1.0,0.24185093,0.17947991,0.4638657,0.63649297,0.41253316,0.621136,0.39976734,0.45485532,0.4593286,0.06052824,0.23495767,0.28234637,0.190328,0.18721102,0.21365291,0.19577534,0.41417494,0.1279088,0.13914384,0.073966585,0.26732144,0.04998492,0.43134722,0.16074163,0.18039966,0.26698554,0.120112956,0.26043236,0.12016073
0.29641935,0.28831306,0.48886073,0.21756558,0.4190916,0.20450407,0.47309268,0.43502057,0.39797127,0.26929888,0.2989418,0.20097281,0.35945573,0.26088655,0.39921477,0.30807596,0.43593526,0.34900466,0.34301603,0.37271324,0.24185093,1.0,0.2882274,0.4036328,0.357682,0.383714,0.5160875,0.3897913,0.50480187,0.47818232,0.11453112,0.14782171,0.44432813,0.3224861,0.053070657,0.12860866,0.33267203,0.17330886,0.2391068,0.24122518,0.31886098,0.38244084,0.41262525,0.425401,0.39049482,0.31656328,0.377797,0.3263065,0.43160212,0.43398407
0.23236452,0.22566016,0.22965223,0.10453233,0.30311587,0.1624795,0.29581314,0.3815221,0.12556809,0.16103664,0.24246438,0.017156212,0.23971,0.086411424,0.30488083,0.3398819,0.31096888,0.2967998,0.4217482,0.099092476,0.17947991,0.2882274,1.0,0.24244525,0.28643155,0.14859153,0.20229447,0.22882965,0.35203993,0.26642415,0.07809913,0.09980118,0.19906542,0.3431901,0.0637545,0.119493194,0.15335865,0.25579292,0.13701071,0.2200875,0.24815837,0.20838888,0.19634183,0.12629399,0.15852647,0.2372276,0.11327018,0.39300495,0.20852602,0.19278958
0.20509371,0.11012134,0.4627309,0.14290263,0.3251762,0.20575564,0.26979387,0.22026297,0.2879055,0.2574007,0.18371609,0.25369874,0.2767515,0.17996192,0.23095809,0.27556756,0.32426903,0.2851699,0.22683302,0.3640355,0.4638657,0.4036328,0.24244525,1.0,0.28015727,0.47417176,0.3126611,0.5093101,0.7743079,0.46130607,0.084111676,0.13325003,0.26973614,0.17275134,0.08669451,0.114975356,0.17900307,0.17505892,0.102378644,0.13154945,0.16563126,0.23938976,0.1330199,0.21228898,0.23521996,0.08124759,0.2555888,0.31475013,0.356233,0.20469669
0.23005907,0.32890272,0.30648917,0.14083204,0.115263,0.19929089,0.25341916,0.59729177,0.48691913,0.38483474,0.27312878,0.24722622,0.25197253,0.24552931,0.2911889,0.29323077,0.24581683,0.16221502,0.258592,0.13639289,0.63649297,0.357682,0.28643155,0.28015727,1.0,0.24690181,0.72361606,0.24245766,0.2866673,0.37257066,0.035303798,0.09953315,0.13400185,0.28051153,0.19772446,0.12211048,0.19608848,0.2795753,0.087968566,0.17763405,0.09112998,0.28601855,0.03757163,0.5783065,0.11035124,0.21646355,0.19841671,0.14034568,0.15742157,0.120929465
0.20879148,0.3035141,0.45544374,0.3055514,0.26450557,0.30982178,0.057155102,0.36286244,0.31686983,0.4617057,0.37491742,0.4079815,0.29223385,0.38028947,0.43973297,0.3971512,0.33963752,0.26282972,0.34399304,0.3982232,0.41253316,0.383714,0.14859153,0.47417176,0.24690181,1.0,0.37699842,0.36850828,0.4198959,0.47825927,0.22560784,0.16477582,0.29038906,0.22694026,0.13238679,0.10268782,0.27442032,0.29350224,0.20892091,0.24390215,0.27621272,0.26360077,0.23878528,0.3781416,0.2546393,0.23607947,0.351244,0.39236158,0.28935137,0.27073348
0.24794704,0.55760896,0.3880446,0.32136038,0.2672127,0.44477394,0.27788252,0.66890645,0.46607324,0.53819144,0.31147632,0.3522702,0.3203344,0.43480006,0.37600273,0.33163136,0.3496729,0.28245437,0.32687175,0.27415165,0.621136,0.5160875,0.20229447,0.3126611,0.72361606,0.37699842,1.0,0.34688532,0.35342896,0.3829199,0.014308202,0.29680565,0.32754546,0.30304238,0.12283686,0.25195128,0.37195343,0.34435862,0.2023358,0.15294932,0.20025489,0.4275974,0.20434418,0.6446473,0.248234,0.40534058,0.3187173,0.23974961,0.35752535,0.19134207
0.28838053,0.3276081,0.4200969,0.3012872,0.31920236,0.17421554,0.32662496,0.35011375,0.36829388,0.37204635,0.31515563,0.47526842,0.40381646,0.35967475,0.31069407,0.26810917,0.38946077,0.34529835,0.28412223,0.41576126,0.39976734,0.3897913,0.22882965,0.5093101,0.24245766,0.36850828,0.34688532,1.0,0.4831197,0.46687675,0.208548,0.37216666,0.4044168,0.3928648,0.23776656,0.42340356,0.2910026,0.43484885,0.43448657,0.28668368,0.1603336,0.1551129,0.17746522,0.17674418,0.20422104,0.11372243,0.2009946,0.28310725,0.554299,0.2248025
0.25735563,0.12505235,0.5099658,0.23118545,0.40053108,0.1727612,0.33453953,0.34644634,0.2911779,0.27885398,0.35914117,0.24389534,0.44284332,0.31070063,0.42321882,0.46703655,0.52325666,0.48337087,0.41223204,0.4667492,0.45485532,0.50480187,0.35203993,0.7743079,0.2866673,0.4198959,0.35342896,0.4831197,1.0,0.5269868,0.10909835,0.18505058,0.33735183,0.32226026,0.1113838,0.17609571,0.19194555,0.28280425,0.1698213,0.23761643,0.19031452,0.27218896,0.2779335,0.17637558,0.22210328,0.18286207,0.27071413,0.40559536,0.46430188,0.30499306
0.3093333,0.27578205,0.7728302,0.2784292,0.4129135,0.1295287,0.32886058,0.38714767,0.519193,0.40256453,0.53775495,0.58056015,0.30943105,0.3213083,0.5249353,0.5100406,0.48800105,0.34535328,0.48278463,0.43412954,0.4593286,0.47818232,0.26642415,0.46130607,0.37257066,0.47825927,0.3829199,0.46687675,0.5269868,1.0,0.2057281,0.24980117,0.2567351,0.32892665,0.35858113,0.26388708,0.3570471,0.30280668,0.2819719,0.21248253,0.36733896,0.2318986,0.29085216,0.3448844,0.29722664,0.20491335,0.46156377,0.2697755,0.3623445,0.31907567
0.27337533,0.012225844,0.25743067,0.3490675,0.116088234,0.049289767,0.04528853,0.12266441,0.22125627,0.15140563,0.22500442,0.23800725,0.21913798,0.11226322,0.2645986,0.17110318,0.20555963,0.17238033,0.1789854,0.14671567,0.06052824,0.11453112,0.07809913,0.084111676,0.035303798,0.22560784,0.014308202,0.208548,0.10909835,0.2057281,1.0,0.17226519,0.33135018,0.20975676,0.3400911,0.11415081,0.25210428,0.16944389,0.42675188,0.44880143,0.26996103,-0.096767604,0.21272841,0.12659252,0.26020628,0.06162992,0.2912198,0.09227921,0.14514187,0.33792695
0.22141287,0.30011898,0.27711326,0.3595041,0.2745211,0.28988245,0.09316788,0.22204438,0.16657302,0.33808193,0.35311785,0.31576073,0.34800175,0.26449245,0.34888706,0.33582437,0.29479688,0.25174922,0.32874337,0.18831493,0.23495767,0.14782171,0.09980118,0.13325003,0.09953315,0.16477582,0.29680565,0.37216666,0.18505058,0.24980117,0.17226519,1.0,0.27131778,0.42617866,0.2955465,0.49235353,0.27326632,0.40381423,0.2850597,0.14876764,0.1959983,0.11622979,0.13279657,0.15445825,0.20525488,0.13947801,0.18006167,0.16323858,0.35297185,0.18335535
0.21366149,0.3321846,0.22516675,0.4337874,0.36792386,0.3549195,0.24430947,0.4040577,0.42789802,0.2721902,0.31538922,0.25707376,0.5420913,0.2748948,0.34907067,0.30319637,0.32923895,0.29482216,0.35156724,0.274289,0.28234637,0.44432813,0.19906542,0.26973614,0.13400185,0.29038906,0.32754546,0.4044168,0.33735183,0.2567351,0.33135018,0.27131778,1.0,0.3435235,0.29084575,0.34779066,0.36743286,0.28001824,0.46047416,0.4658194,0.3448697,0.26567748,0.31044358,0.31621996,0.28324467,0.1760452,0.4866989,0.30488905,0.5674458,0.25994092
0.3569278,0.35050827,0.2540378,0.34863496,0.30918637,0.25845206,0.33814895,0.3985223,0.19387306,0.23789737,0.48542115,0.2690752,0.5428677,0.29538462,0.55247843,0.5026668,0.5556723,0.4568928,0.5083417,0.29866087,0.190328,0.3224861,0.3431901,0.17275134,0.28051153,0.22694026,0.30304238,0.3928648,0.32226026,0.32892665,0.20975676,0.42617866,0.3435235,1.0,0.39793655,0.4399778,0.35369506,0.44167173,0.3980251,0.39493883,0.31811154,0.32590723,0.3819291,0.25377113,0.3661899,0.38646552,0.31153947,0.40682963,0.42787424,0.41610575
0.30932406,0.14527741,0.22680631,0.22844425,0.2246804,0.05139356,0.074246466,0.16917832,0.32628885,0.12983212,0.4069835,0.33845758,0.2436087,0.15838861,0.34081647,0.3893654,0.22398296,0.13190073,0.3664635,0.19150683,0.18721102,0.053070657,0.0637545,0.08669451,0.19772446,0.13238679,0.12283686,0.23776656,0.1113838,0.35858113,0.3400911,0.2955465,0.29084575,0.39793655,1.0,0.29561523,0.36960936,0.35602236,0.46875554,0.44448543,0.2318424,0.014171591,0.101026595,0.15135656,0.23074795,0.00990855,0.40007323,0.04352356,0.19924664,0.21109045
0.0545978,0.30843386,0.17776625,0.32793027,0.20007212,0.17811678,0.12554474,0.3265222,0.21084253,0.23971485,0.30421552,0.35094544,0.3814171,0.36478433,0.28999546,0.29937336,0.31326246,0.23482117,0.30762333,0.2565154,0.21365291,0.12860866,0.119493194,0.114975356,0.12211048,0.10268782,0.25195128,0.42340356,0.17609571,0.26388708,0.11415081,0.49235353,0.34779066,0.4399778,0.29561523,1.0,0.26510623,0.36987,0.3272668,0.21591768,0.13350447,0.28045058,0.15972967,0.14484152,0.14128982,0.22273557,0.23696399,0.2187756,0.42913952,0.096294686
0.2787896,0.25847748,0.32179728,0.27610755,0.2792975,0.22246695,0.18938917,0.3224095,0.30577457,0.2295748,0.29999763,0.30099335,0.25785407,0.22174804,0.33765036,0.34285602,0.31879798,0.25358617,0.32061106,0.28089163,0.19577534,0.33267203,0.15335865,0.17900307,0.19608848,0.27442032,0.37195343,0.2910026,0.19194555,0.3570471,0.25210428,0.27326632,0.36743286,0.35369506,0.36960936,0.26510623,1.0,0.20968774,0.41664144,0.25888443,0.23794988,0.16005369,0.16749123,0.31136283,0.31261393,0.17765285,0.3639655,0.18999088,0.27725503,0.21145767
0.26845658,0.31968278,0.27176267,0.27845246,0.26097,0.2784862,0.12647317,0.40496668,0.25718173,0.3681592,0.39318648,0.33889034,0.48091713,0.39289623,0.44738406,0.3956722,0.32680935,0.24653095,0.37755322,0.28022417,0.41417494,0.17330886,0.25579292,0.17505892,0.2795753,0.29350224,0.34435862,0.43484885,0.28280425,0.30280668,0.16944389,0.40381423,0.28001824,0.44167173,0.35602236,0.36987,0.20968774,1.0,0.35909298,0.38852054,0.12856537,0.28499636,0.13662386,0.2674503,0.19631231,0.22748064,0.18566437,0.29513308,0.3327369,0.20560627
0.334839,0.3122426,0.26325172,0.4253408,0.2977154,0.15974534,0.20545015,0.28740698,0.3046211,0.21471068,0.3343195,0.39120677,0.38176352,0.2756081,0.34715116,0.3064995,0.3867651,0.3986852,0.33095884,0.28999707,0.1279088,0.2391068,0.13701071,0.102378644,0.087968566,0.20892091,0.2023358,0.43448657,0.1698213,0.2819719,0.42675188,0.2850597,0.46047416,0.3980251,0.46875554,0.3272668,0.41664144,0.35909298,1.0,0.52185386,0.20469198,0.12486861,0.25120276,0.21443209,0.22879057,0.17166056,0.33979148,0.2316778,0.37718266,0.29696086
0.28856945,0.09162782,0.13378789,0.22625332,0.15845907,0.13030438,0.06119628,0.29339072,0.23757266,0.09208831,0.30309922,0.2139157,0.35327262,0.17663482,0.29139188,0.2662229,0.26654506,0.22563821,0.27612513,0.20046501,0.13914384,0.24122518,0.2200875,0.13154945,0.17763405,0.24390215,0.15294932,0.28668368,0.23761643,0.21248253,0.44880143,0.14876764,0.4658194,0.39493883,0.44448543,0.21591768,0.25888443,0.38852054,0.52185386,1.0,0.27122116,0.17661084,0.2610875,0.25304523,0.24835297,0.13894747,0.25527567,0.33540785,0.33822897,0.32264832
0.25825462,0.34269306,0.3294029,0.23485167,0.36457655,0.2662556,0.2605863,0.21190655,0.2198354,0.20438239,0.3891361,0.22532856,0.21114713,0.1038386,0.36229232,0.29772946,0.31234536,0.23668616,0.32722366,0.18490764,0.073966585,0.31886098,0.24815837,0.16563126,0.09112998,0.27621272,0.20025489,0.1603336,0.19031452,0.36733896,0.26996103,0.1959983,0.3448697,0.31811154,0.2318424,0.13350447,0.23794988,0.12856537,0.20469198,0.27122116,1.0,0.34839812,0.48287413,0.31744373,0.4589232,0.3591615,0.6365694,0.47768965,0.31330398,0.48910227
0.08692117,0.31781992,0.16335025,0.16496192,0.31187862,0.38841024,0.22184497,0.34636062,0.17655002,0.27540818,0.36847472,0.20265862,0.41632706,0.34852803,0.41880453,0.3447204,0.3091141,0.27700758,0.3276526,0.31949767,0.26732144,0.38244084,0.20838888,0.23938976,0.28601855,0.26360077,0.4275974,0.1551129,0.27218896,0.2318986,-0.096767604,0.11622979,0.26567748,0.32590723,0.014171591,0.28045058,0.16005369,0.28499636,0.12486861,0.17661084,0.34839812,1.0,0.3713385,0.60221237,0.44233418,0.5421407,0.38039106,0.53687215,0.40344217,0.43011945
0.27934217,0.23254396,0.1896352,0.29020292,0.27739674,0.23193316,0.24705897,0.2303346,0.24023357,0.11377233,0.33475018,0.24140766,0.3239608,0.28372267,0.42328787,0.29133907,0.4424343,0.40527248,0.3228713,0.35299945,0.04998492,0.41262525,0.19634183,0.1330199,0.03757163,0.23878528,0.20434418,0.17746522,0.2779335,0.29085216,0.21272841,0.13279657,0.31044358,0.3819291,0.101026595,0.15972967,0.16749123,0.13662386,0.25120276,0.2610875,0.48287413,0.3713385,1.0,0.2858445,0.51808393,0.7247322,0.35572642,0.35403582,0.43407774,0.6003378
