when feeling depressed I Couldn't seem to experience any positive feeling at all,when feeling depressed I Found it difficult to work up the initiative to do things,when feeling depressed I Felt that I had nothing to look forward to,when feeling depressed I Felt down-hearted and blue,when feeling depressed I was Unable to become enthusiastic about anything,when feeling depressed I Felt I wasn't worth much as a person,when feeling depressed I Felt that life was meaningless,when feeling anxious I Aware of dryness of my mouth,"when feeling anxious I experienced breathing difficulty (e.g., excessively rapid breathing, breathlessness in the absence of physical exertion)","when feeling anxious I Experienced trembling (e.g., in the hands)",when feeling anxious I Worried about situations in which I might panic and make a fool of myself,when feeling anxious I Felt I was close to panic,"when feeling anxious I was Aware of the action of my heart in the absence of physical exertion (e.g., sense of heart rate increase, heart missing a beat)",when feeling anxious I Felt scared without any good reason,when feeling anxious I Found it hard to wind down,when feeling stressed I Tended to over-react to situations,when feeling stressed I Felt that I was using a lot of nervous energy,when feeling stressed I Found myself getting agitated,when feeling stressed I Found it difficult to relax,when feeling stressed I was intolerant of anything that kept me from getting on with what I was doing,when feeling stressed I Felt that I was rather touchy
0.90467834,0.8939421,0.9054203,0.9029908,0.9089239,0.8998419,0.89516985,0.6759084,0.94555503,0.8200272,1.0,0.9944145,0.89904314,0.9787006,0.81712294,0.87633795,0.8557386,0.875752,0.81358284,0.9296441,0.8592778
0.8990673,0.88406146,0.89859086,0.8966696,0.9018119,0.8921642,0.8881439,0.6835931,0.9465932,0.82475847,0.9944145,1.0,0.90471846,0.97983235,0.8102638,0.8661379,0.85073453,0.8718303,0.8069472,0.9235757,0.85365933
0.79333,0.7768613,0.78007317,0.78382105,0.789285,0.767549,0.7712028,0.797718,0.9384905,0.904899,0.89904314,0.90471846,1.0,0.926662,0.77950346,0.809199,0.84134805,0.8311704,0.78938824,0.8326752,0.8123461
0.8676165,0.8521973,0.86212826,0.8589369,0.86712193,0.8518705,0.84936076,0.73921406,0.96416336,0.87055147,0.9787006,0.97983235,0.926662,1.0,0.81367224,0.85872847,0.855947,0.8674554,0.81665766,0.90108687,0.85395205
0.79380214,0.8256207,0.7815483,0.7826077,0.8016909,0.76587576,0.7737995,0.58566004,0.8145132,0.7192738,0.81712294,0.8102638,0.77950346,0.81367224,1.0,0.97747976,0.9749808,0.9768375,0.99438983,0.9275085,0.9824782
0.84538263,0.86412424,0.83933896,0.8402003,0.8557877,0.8282771,0.83139753,0.58646774,0.8419765,0.7316563,0.87633795,0.8661379,0.809199,0.85872847,0.97747976,1.0,0.976677,0.9863866,0.97379553,0.9632689,0.9854945
0.82846195,0.83754987,0.8147779,0.81769735,0.8320776,0.80228746,0.80682665,0.6399932,0.8536254,0.77730554,0.8557386,0.85073453,0.84134805,0.855947,0.9749808,0.976677,1.0,0.98756766,0.97883606,0.9439133,0.98214453
0.85257185,0.85799,0.841551,0.8447884,0.8573915,0.8287651,0.83257407,0.6229612,0.8546879,0.7639818,0.875752,0.8718303,0.8311704,0.8674554,0.9768375,0.9863866,0.98756766,1.0,0.9769763,0.9630592,0.9888424
0.78379905,0.81184244,0.7700718,0.771193,0.79087394,0.75347954,0.76241493,0.5982653,0.8221125,0.7313348,0.81358284,0.8069472,0.78938824,0.81665766,0.99438983,0.97379553,0.97883606,0.9769763,1.0,0.9187116,0.9809348
0.9245832,0.9222297,0.92111176,0.9192474,0.9310281,0.91193306,0.9109825,0.5892089,0.87509024,0.7369943,0.9296441,0.9235757,0.8326752,0.90108687,0.9275085,0.9632689,0.9439133,0.9630592,0.9187116,1.0,0.9489043
0.82858235,0.84187454,0.8190911,0.82246,0.8341307,0.80840653,0.81021583,0.6130748,0.8399397,0.76032394,0.8592778,0.85365933,0.8123461,0.85395205,0.9824782,0.9854945,0.98214453,0.9888424,0.9809348,0.9489043,1.0
