I am the life of the party.,I don't talk a lot.,I feel comfortable around people.,I keep in the background.,I start conversations.,I have little to say.,I talk to a lot of different people at parties.,I don't like to draw attention to myself.,I don't mind being the center of attention.,I am quiet around strangers.,I get stressed out easily.,I am relaxed most of the time.,I worry about things.,I seldom feel blue.,I am easily disturbed.,I get upset easily.,I change my mood a lot.,I have frequent mood swings.,I get irritated easily.,I often feel blue.,I feel little concern for others.,I am interested in people.,I insult people.,I sympathize with others' feelings.,I am not interested in other people's problems.,I have a soft heart.,I am not really interested in others.,I take time out for others.,I feel others' emotions.,I make people feel at ease.,I am always prepared.,I leave my belongings around.,I pay attention to details.,I make a mess of things.,I get chores done right away.,I often forget to put things back in their proper place.,I like order.,I shirk my duties.,I follow a schedule.,I am exacting in my work.,I have a rich vocabulary.,I have difficulty understanding abstract ideas.,I have a vivid imagination.,I am not interested in abstract ideas.,I have excellent ideas.,I do not have a good imagination.,I am quick to understand things.,I use difficult words.,I spend time reflecting on things.,I am full of ideas.
0.46224087,0.38341677,0.3028169,0.2596046,0.31905535,0.29774377,0.4115645,0.517641,0.44377592,0.3349514,0.8008933,0.39894062,0.49517033,0.17373022,1.0,0.8711144,0.71683556,0.7404101,0.72591186,0.43719792,0.52840084,0.39691862,0.64957374,0.4292379,0.44481096,0.25327945,0.50935924,0.3558006,0.45901972,0.33778483,0.11112071,0.293659,0.26035565,0.6702636,0.24278748,0.4978719,0.27900758,0.54087436,0.30954197,0.4337049,0.3341436,0.36209783,0.48874354,0.42619985,0.17463475,0.43425298,0.36098263,0.39850643,0.39088696,0.33611485
0.40226936,0.33434528,0.23787175,0.17245583,0.28042096,0.264275,0.3499846,0.48961338,0.34237942,0.24358526,0.8548291,0.3157958,0.4827769,0.12290019,0.8711144,1.0,0.66215575,0.70592356,0.7465967,0.3828475,0.53703856,0.31319967,0.6837345,0.44478628,0.481571,0.19479287,0.48188236,0.30878896,0.47479954,0.29573342,0.088684954,0.22383283,0.17463505,0.6444365,0.30229786,0.49245164,0.20519431,0.5272279,0.27827352,0.36386392,0.23907252,0.29048163,0.35794073,0.35418472,0.09782506,0.39558616,0.33819327,0.34957638,0.31054565,0.23024479
0.50889,0.5565006,0.41471902,0.31487414,0.44773164,0.33438024,0.60370153,0.48319283,0.5063968,0.43767366,0.67659974,0.4986053,0.4802197,0.12571599,0.71683556,0.66215575,1.0,0.7453879,0.464506,0.36680675,0.44254774,0.5232624,0.48030105,0.45148292,0.3949808,0.25791848,0.5239109,0.56468284,0.5553832,0.47117224,0.14058428,0.35807255,0.39276722,0.59016436,0.24681605,0.47769147,0.4003567,0.45631358,0.42230308,0.4271085,0.47266203,0.3664747,0.5159908,0.42968747,0.2845323,0.41659185,0.4068531,0.5046286,0.5837575,0.45507818
0.3336631,0.33311462,0.1453823,0.19735363,0.13524584,0.15971462,0.27725044,0.54654986,0.2572685,0.27154186,0.8598847,0.2491398,0.4461438,0.09618877,0.7404101,0.70592356,0.7453879,1.0,0.42829114,0.33786055,0.60654485,0.32029113,0.58357674,0.436526,0.59494865,0.037971724,0.5369324,0.276853,0.42455113,0.19457264,0.0015553875,0.1656447,0.15611482,0.48474792,0.042045973,0.38325015,0.186112,0.51383054,0.19508874,0.34133938,0.14038168,0.26370883,0.3172989,0.3279821,0.02183233,0.39250597,0.11212414,0.29580677,0.357475,0.15077952
0.24130322,0.31128836,0.26351848,0.1777231,0.27368277,0.27843928,0.2904414,0.34036294,0.2978713,0.17498326,0.5491227,0.33452985,0.4081628,0.44483382,0.72591186,0.7465967,0.464506,0.42829114,1.0,0.6536971,0.2906242,0.26319855,0.46575648,0.31373423,0.19472636,0.36664551,0.2832579,0.2566262,0.31678313,0.26612997,0.10479124,0.18966827,0.17367028,0.52377385,0.30407256,0.4025662,0.17576997,0.3072486,0.23006397,0.31831738,0.23231769,0.23098254,0.30399624,0.24588111,0.1286301,0.3289388,0.298583,0.27721196,0.23455107,0.2381866
0.11465536,0.34778047,0.2861372,0.27603942,0.20406398,0.3389385,0.2309953,0.25847983,0.17938815,0.23552257,0.29350895,0.32630327,0.4457475,0.6331293,0.43719792,0.3828475,0.36680675,0.33786055,0.6536971,1.0,0.2527158,0.2529969,0.21310613,0.39749113,0.09151943,0.4852476,0.24025837,0.26656154,0.38056985,0.23824371,0.055126943,0.21549518,0.17580736,0.32611033,0.08150709,0.29968587,0.14502044,0.19874898,0.15367915,0.19935976,0.1681071,0.23111376,0.30696705,0.18655175,0.09846258,0.3304783,0.15241706,0.2631084,0.30360427,0.19881614
0.2960693,0.41262102,0.19862586,0.37264648,0.11016325,0.4077023,0.15536335,0.6303283,0.3312388,0.4376282,0.6222649,0.305919,0.5370717,0.2603192,0.52840084,0.53703856,0.44254774,0.60654485,0.2906242,0.2527158,1.0,0.29884169,0.4760943,0.50724614,0.81908053,0.12924248,0.7444786,0.27161604,0.45474738,0.25633273,-0.04408689,0.24435881,0.12375667,0.3343183,0.119079575,0.36918885,0.14126164,0.6537223,0.16697341,0.24940267,-0.028480444,0.26571232,0.18691234,0.4590208,-0.033051815,0.40191782,0.13648114,0.11467684,0.31908754,0.04614906
0.5153757,0.5542628,0.6235387,0.31405878,0.64909446,0.46461815,0.7520911,0.3794623,0.5794278,0.514757,0.30432463,0.5087587,0.39417922,0.08509295,0.39691862,0.31319967,0.5232624,0.32029113,0.26319855,0.2529969,0.29884169,1.0,0.28292212,0.4584515,0.2920085,0.41060564,0.57597536,0.6619258,0.5713774,0.66398,0.16372336,0.32360747,0.46860138,0.35348824,0.25836837,0.2886396,0.47125164,0.27867454,0.4502197,0.36620945,0.50174004,0.38804886,0.48304498,0.47940624,0.4028834,0.40510455,0.47697806,0.47041398,0.59859955,0.57080036
0.3771217,0.22520088,0.11535227,0.16634546,0.20648706,0.18213382,0.27988857,0.4921833,0.25127056,0.19356419,0.5968315,0.14555398,0.31778088,-0.004697437,0.64957374,0.6837345,0.48030105,0.58357674,0.46575648,0.21310613,0.4760943,0.28292212,1.0,0.381806,0.4820433,0.040913705,0.3555754,0.18585455,0.3438894,0.20771985,0.033289142,0.099206276,0.15502793,0.5170346,0.12577039,0.33682665,0.13853809,0.52739125,0.1740558,0.3634667,0.17312703,0.19743206,0.2611097,0.23070394,0.048279684,0.35729524,0.17017233,0.31743813,0.1963454,0.14406607
0.35938874,0.35099602,0.41950747,0.26837754,0.368056,0.3498687,0.41614237,0.35990223,0.37938273,0.34664628,0.4186213,0.363915,0.5866187,0.096630044,0.4292379,0.44478628,0.45148292,0.436526,0.31373423,0.39749113,0.50724614,0.4584515,0.381806,1.0,0.3453699,0.35766664,0.40266666,0.448261,0.85960746,0.45891154,0.042899758,0.21879333,0.37670678,0.39165443,0.08598198,0.383589,0.22881168,0.32941192,0.2722585,0.32848248,0.24542606,0.33743155,0.4031224,0.35875568,0.16140357,0.38879445,0.2876276,0.3911967,0.54633546,0.282936
0.25893334,0.3181234,0.072587624,0.31756076,0.062042393,0.2122451,0.13151237,0.6665129,0.24966359,0.35306284,0.5926969,0.1686343,0.3717174,0.15814097,0.44481096,0.481571,0.3949808,0.59494865,0.19472636,0.09151943,0.81908053,0.2920085,0.4820433,0.3453699,1.0,-0.02213005,0.7400048,0.18238139,0.30173236,0.13387598,-0.061114036,0.13217665,0.03359837,0.28665873,0.08417542,0.24905513,0.093271054,0.6067381,0.079873726,0.20623149,-0.053176515,0.18571836,0.089852184,0.44925112,-0.030654415,0.30766484,0.03895652,0.07776149,0.19455364,0.03401671
0.27047396,0.43668768,0.5950859,0.38344234,0.43263492,0.47649685,0.34885058,0.15528238,0.4736408,0.43926337,0.059077073,0.5697262,0.26008934,0.46817216,0.25327945,0.19479287,0.25791848,0.037971724,0.36664551,0.4852476,0.12924248,0.41060564,0.040913705,0.35766664,-0.02213005,1.0,0.20241974,0.44191107,0.44825166,0.5713334,0.1992484,0.31781712,0.3107074,0.22421701,0.29622588,0.2236268,0.3541312,0.11519816,0.3252626,0.15773411,0.4265165,0.22615166,0.3504957,0.21802951,0.30251324,0.26579782,0.46761087,0.34151226,0.3722291,0.36070973
0.3515319,0.65226984,0.34982547,0.41326815,0.33398375,0.5110733,0.40751463,0.6371666,0.40783384,0.54370564,0.5584147,0.44746697,0.47181845,0.20051764,0.50935924,0.48188236,0.5239109,0.5369324,0.2832579,0.24025837,0.7444786,0.57597536,0.3555754,0.40266666,0.7400048,0.20241974,1.0,0.48201546,0.43618354,0.36585292,-0.010208924,0.33920476,0.22168778,0.41816208,0.17662026,0.38601258,0.27930892,0.5558187,0.29622698,0.29693413,0.12706783,0.396794,0.24577126,0.6586963,0.09980698,0.52005297,0.22682005,0.2840613,0.46351343,0.25473985
0.4994555,0.634039,0.73796546,0.443256,0.6906468,0.4355124,0.7399237,0.3219928,0.64706665,0.64896065,0.29039493,0.7725149,0.34840673,0.1015419,0.3558006,0.30878896,0.56468284,0.276853,0.2566262,0.26656154,0.27161604,0.6619258,0.18585455,0.448261,0.18238139,0.44191107,0.48201546,1.0,0.5541711,0.74720716,0.19399182,0.528197,0.5118705,0.4438324,0.34421515,0.4078026,0.525737,0.39193672,0.6346857,0.38753113,0.4883068,0.36579123,0.42504847,0.38294694,0.42239386,0.29359874,0.51857555,0.4807796,0.7960689,0.5418117
0.44467828,0.40960953,0.5502264,0.2812221,0.485432,0.38806853,0.5459529,0.37751192,0.5088342,0.44940013,0.42690828,0.4320424,0.5157718,0.056494325,0.45901972,0.47479954,0.5553832,0.42455113,0.31678313,0.38056985,0.45474738,0.5713774,0.3438894,0.85960746,0.30173236,0.44825166,0.43618354,0.5541711,1.0,0.5938777,0.074094884,0.23221032,0.47317296,0.39144954,0.15192288,0.33733457,0.32656914,0.3074118,0.3389019,0.35119584,0.37218902,0.36888257,0.4872971,0.39486545,0.20653535,0.33879513,0.40327078,0.46787998,0.62653005,0.34816128
0.5532468,0.5394239,0.93209314,0.40656948,0.71415544,0.42938036,0.7320014,0.32359734,0.76010805,0.67256624,0.2617326,0.7692165,0.25973988,0.14775331,0.33778483,0.29573342,0.47117224,0.19457264,0.26612997,0.23824371,0.25633273,0.66398,0.20771985,0.45891154,0.13387598,0.5713334,0.36585292,0.74720716,0.5938777,1.0,0.2745871,0.40896845,0.40579975,0.34997594,0.43857187,0.3155487,0.5515474,0.24166724,0.5307665,0.2736326,0.5306423,0.33237284,0.39956516,0.33277094,0.40361178,0.26475564,0.6162724,0.41175717,0.61450994,0.47703084
0.28565082,0.09445417,0.28371304,0.26350912,0.2149815,0.056667008,0.22053584,0.10659748,0.33883134,0.179929,0.063745365,0.2915067,0.17908157,0.13481854,0.11112071,0.088684954,0.14058428,0.0015553875,0.10479124,0.055126943,-0.04408689,0.16372336,0.033289142,0.042899758,-0.061114036,0.1992484,-0.010208924,0.19399182,0.074094884,0.2745871,1.0,0.24165703,0.39906958,0.094132096,0.3247583,0.04351069,0.26054633,0.031168884,0.47540846,0.4066341,0.2655603,0.03322991,0.18186854,0.010026972,0.3046443,0.005481705,0.33812332,0.12700392,0.19490966,0.24988635
0.30667496,0.5250639,0.41645122,0.5428603,0.3546257,0.4350447,0.37803453,0.2253161,0.38337636,0.4677888,0.191146,0.5565578,0.27880356,0.18687057,0.293659,0.22383283,0.35807255,0.1656447,0.18966827,0.21549518,0.24435881,0.32360747,0.099206276,0.21879333,0.13217665,0.31781712,0.33920476,0.528197,0.23221032,0.40896845,0.24165703,1.0,0.28498605,0.48409575,0.26435012,0.5425679,0.33801633,0.37298772,0.3980547,0.22371434,0.33292794,0.2674128,0.32479316,0.2978563,0.28504848,0.25602186,0.28984347,0.24949674,0.44581342,0.39974242
0.35667062,0.41785514,0.3978051,0.41372326,0.49154025,0.33211464,0.5013094,0.2681205,0.43675834,0.3888597,0.1503657,0.41461074,0.509572,0.034101773,0.26035565,0.17463505,0.39276722,0.15611482,0.17367028,0.17580736,0.12375667,0.46860138,0.15502793,0.37670678,0.03359837,0.3107074,0.22168778,0.5118705,0.47317296,0.40579975,0.39906958,0.28498605,1.0,0.3027848,0.18798563,0.24922828,0.47054133,0.16988485,0.66056675,0.6653986,0.45392644,0.3480295,0.38451636,0.32472873,0.27767485,0.21488644,0.5144558,0.4760058,0.6377461,0.3455852
0.47869238,0.40740848,0.306172,0.25396252,0.42345747,0.35474283,0.47300616,0.3695098,0.30620158,0.2641715,0.5634998,0.35183007,0.44716305,0.060151972,0.6702636,0.6444365,0.59016436,0.48474792,0.52377385,0.32611033,0.3343183,0.35348824,0.5170346,0.39165443,0.28665873,0.22421701,0.41816208,0.4438324,0.39144954,0.34997594,0.094132096,0.48409575,0.3027848,1.0,0.30692637,0.6844255,0.3307085,0.4948267,0.36310068,0.45965892,0.3496269,0.3832938,0.40144128,0.39625582,0.27387893,0.4763291,0.30698803,0.45455617,0.46441656,0.46442708
0.2776362,0.24418268,0.3939496,0.12681672,0.4271056,0.25884667,0.2569354,0.05900479,0.3907761,0.22157554,0.18095638,0.38683853,0.10243491,0.11775828,0.24278748,0.30229786,0.24681605,0.042045973,0.30407256,0.08150709,0.119079575,0.25836837,0.12577039,0.08598198,0.08417542,0.29622588,0.17662026,0.34421515,0.15192288,0.43857187,0.3247583,0.26435012,0.18798563,0.30692637,1.0,0.22229122,0.3008626,0.21059878,0.4371952,0.22638623,0.27298304,0.12316852,0.23180906,0.17417033,0.361347,0.08670832,0.61034095,0.12766333,0.24304256,0.33360377
0.2663928,0.39678738,0.26163453,0.3257735,0.30678022,0.31972492,0.32134977,0.3497332,0.2602847,0.28966495,0.460234,0.32475385,0.46297404,0.13215773,0.4978719,0.49245164,0.47769147,0.38325015,0.4025662,0.29968587,0.36918885,0.2886396,0.33682665,0.383589,0.24905513,0.2236268,0.38601258,0.4078026,0.33733457,0.3155487,0.04351069,0.5425679,0.24922828,0.6844255,0.22229122,1.0,0.28494826,0.5037045,0.29815722,0.33567438,0.22617264,0.44480336,0.30714667,0.40994146,0.16709585,0.47147438,0.3049991,0.36191022,0.4422341,0.32736084
0.41279572,0.39070588,0.5720126,0.31747437,0.46741727,0.30632025,0.48762468,0.254281,0.5370638,0.40494522,0.16245575,0.5325986,0.24956465,0.095079914,0.27900758,0.20519431,0.4003567,0.186112,0.17576997,0.14502044,0.14126164,0.47125164,0.13853809,0.22881168,0.093271054,0.3541312,0.27930892,0.525737,0.32656914,0.5515474,0.26054633,0.33801633,0.47054133,0.3307085,0.3008626,0.28494826,1.0,0.18691894,0.57599485,0.35864457,0.48216066,0.21611908,0.3344835,0.25562364,0.39165732,0.13229345,0.48901036,0.37825307,0.478468,0.39112496
0.3740803,0.40375954,0.181675,0.44624227,0.20956135,0.32587558,0.21481988,0.5344662,0.33852327,0.42057672,0.5492696,0.345429,0.3909902,0.1512456,0.54087436,0.5272279,0.45631358,0.51383054,0.3072486,0.19874898,0.6537223,0.27867454,0.52739125,0.32941192,0.6067381,0.11519816,0.5558187,0.39193672,0.3074118,0.24166724,0.031168884,0.37298772,0.16988485,0.4948267,0.21059878,0.5037045,0.18691894,1.0,0.35022807,0.38076752,0.11833592,0.30150694,0.28558904,0.37763792,0.114098415,0.3949129,0.19338953,0.26690996,0.30358526,0.2227582
0.42137083,0.46499875,0.5086085,0.36782467,0.5502068,0.33365977,0.47528777,0.24569383,0.49440995,0.4061066,0.23922417,0.5601279,0.36389363,0.053038273,0.30954197,0.27827352,0.42230308,0.19508874,0.23006397,0.15367915,0.16697341,0.4502197,0.1740558,0.2722585,0.079873726,0.3252626,0.29622698,0.6346857,0.3389019,0.5307665,0.47540846,0.3980547,0.66056675,0.36310068,0.4371952,0.29815722,0.57599485,0.35022807,1.0,0.60927117,0.35136327,0.26200876,0.3003712,0.28326944,0.32716233,0.18545072,0.53729415,0.37582827,0.5328525,0.37797037
0.36387637,0.33457637,0.23420097,0.27589035,0.3398274,0.22004335,0.35489324,0.40521318,0.32870153,0.27310437,0.38136843,0.29022428,0.47908598,0.030174257,0.4337049,0.36386392,0.4271085,0.34133938,0.31831738,0.19935976,0.24940267,0.36620945,0.3634667,0.32848248,0.20623149,0.15773411,0.29693413,0.38753113,0.35119584,0.2736326,0.4066341,0.22371434,0.6653986,0.45965892,0.22638623,0.33567438,0.35864457,0.38076752,0.60927117,1.0,0.3182212,0.40082738,0.34719282,0.38039586,0.21383156,0.33860463,0.3650877,0.5243246,0.4870043,0.32841602
0.45583054,0.38541543,0.5653739,0.22993141,0.59908384,0.32575637,0.60870737,0.0946332,0.5123181,0.36475226,0.15742223,0.52196896,0.16273113,0.057912517,0.3341436,0.23907252,0.47266203,0.14038168,0.23231769,0.1681071,-0.028480444,0.50174004,0.17312703,0.24542606,-0.053176515,0.4265165,0.12706783,0.4883068,0.37218902,0.5306423,0.2655603,0.33292794,0.45392644,0.3496269,0.27298304,0.22617264,0.48216066,0.11833592,0.35136327,0.3182212,1.0,0.3741471,0.66140956,0.31269148,0.52451193,0.28897032,0.6124825,0.60369396,0.524613,0.64914876
0.18825799,0.49416193,0.29024577,0.24017084,0.4752535,0.45231277,0.39927796,0.33378857,0.2509131,0.34950387,0.3002713,0.3016099,0.44272596,0.048464127,0.36209783,0.29048163,0.3664747,0.26370883,0.23098254,0.23111376,0.26571232,0.38804886,0.19743206,0.33743155,0.18571836,0.22615166,0.396794,0.36579123,0.36888257,0.33237284,0.03322991,0.2674128,0.3480295,0.3832938,0.12316852,0.44480336,0.21611908,0.30150694,0.26200876,0.40082738,0.3741471,1.0,0.49831522,0.79808867,0.29983798,0.6891876,0.3699737,0.6178595,0.5262163,0.4871619
0.4397825,0.32768324,0.39422542,0.27764446,0.46560618,0.32282707,0.46504605,0.17517689,0.44892105,0.28574416,0.29529577,0.39583018,0.3459611,0.11522774,0.48874354,0.35794073,0.5159908,0.3172989,0.30399624,0.30696705,0.18691234,0.48304498,0.2611097,0.4031224,0.089852184,0.3504957,0.24577126,0.42504847,0.4872971,0.39956516,0.18186854,0.32479316,0.38451636,0.40144128,0.23180906,0.30714667,0.3344835,0.28558904,0.3003712,0.34719282,0.66140956,0.49831522,1.0,0.4478069,0.5875265,0.5528092,0.4351749,0.48163486,0.5294688,0.6972709
